Job ID,Job Title,Job Role,Job Level,Domain,Tech Stack,Skills,Required Skills,Experience (Years),Education,Certifications,Certifications Count,Projects Count,Salary (USD/Year),Employment Type,Work Mode,Company Name,Company Size,City,Country,Date Posted,Job Description
JOB02149,Staff Release Engineer – Kubernetes,DevOps Engineer,Lead,Energy,Kubernetes/Helm,Service Mesh | Infrastructure as Code | Bash | Blue-Green Deployments | CI/CD Pipelines | Helm | ArgoCD | Prometheus,Linux | CI/CD | Docker/Kubernetes | Terraform | Cloud Platforms (AWS/GCP/Azure),9,B.Sc. Information Technology,AWS Certified DevOps Engineer,1,5,188500,Full-Time,Hybrid,Databricks,Startup (1–50),Warsaw,Poland,2024-03-12,"Databricks (Startup (1–50)) is hiring a Staff Release Engineer – Kubernetes to join our Energy engineering team. You will improve system reliability and reduce deployment risk using Service Mesh, Infrastructure as Code, and Bash. We expect 9+ years of experience and a degree in B.Sc. Information Technology. Full-Time · Hybrid."
JOB02150,Staff Frontend Developer – Vue.js/Nuxt,Frontend Developer,Principal / Staff,Retail,Vue.js/Nuxt,CSS3 | HTML5 | Webpack | Vue.js | Styled-Components | Micro-Frontends | Zustand | Progressive Web Apps,React | TypeScript | HTML/CSS | Web Performance | Accessibility,19,Bootcamp + Self-Taught,W3C Front-End Web Developer | WCAG Accessibility Specialist,2,7,262000,Full-Time,On-Site,CrowdStrike,Enterprise (5000+),Tel Aviv,Israel,2024-08-26,"We're looking for a Staff Frontend Developer – Vue.js/Nuxt at CrowdStrike to power our Retail platform. Day-to-day, you'll translate design systems into pixel-perfect components with deep expertise in CSS3 and HTML5. You bring 19+ years, strong Webpack skills, and a Bootcamp + Self-Taught (or equivalent). Full-Time | On-Site | Enterprise (5000+)."
JOB02151,Mid-Level Enterprise Architect – AWS/CloudFormation,Cloud Solutions Architect,Mid-Level,HR Tech,AWS/CloudFormation,Landing Zones | GCP | CloudFormation | Event-Driven Architecture | Cloud Migration | API Gateway | PrivateLink | FinOps | Well-Architected Framework,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,5,B.Eng. Electronics & Communication,HashiCorp Vault Associate | AWS Certified Solutions Architect – Professional | Microsoft Certified: Azure Solutions Architect Expert,3,16,117000,Freelance,Hybrid,Uber,Large (1001–5000),Manchester,UK,2024-05-06,"Uber is scaling its HR Tech infrastructure and needs a talented Mid-Level Enterprise Architect – AWS/CloudFormation. Core stack: Landing Zones, GCP, CloudFormation. You'll define reference architectures and governance standards, partner cross-functionally, and set technical standards. 5+ yrs exp. B.Eng. Electronics & Communication. Freelance · Hybrid · Large (1001–5000)."
JOB02152,Staff Senior Frontend Developer – Angular/RxJS,Frontend Developer,Principal / Staff,Retail,Angular/RxJS,Webpack | Astro | Progressive Web Apps | HTML5 | Vue.js | Zustand | Svelte | Web Performance,React | TypeScript | HTML/CSS | Web Performance | Accessibility,18,B.Sc. Computer Science,W3C Front-End Web Developer | Google Lighthouse Performance Certification | AWS Certified Developer – Associate | WCAG Accessibility Specialist,4,21,217500,Full-Time,Hybrid,Figma,Enterprise (5000+),Bangalore,India,2024-01-04,"Figma (Enterprise (5000+)) is hiring a Staff Senior Frontend Developer – Angular/RxJS to join our Retail engineering team. You will champion frontend architecture, testing, and code review using Webpack, Astro, and Progressive Web Apps. We expect 18+ years of experience and a degree in B.Sc. Computer Science. Full-Time · Hybrid."
JOB02153,"Staff Insights Data Scientist, Retail",Data Scientist,Lead,Retail,Python/Scikit-learn,Spark | Probability | Bayesian Statistics | Tableau | A/B Testing | Hypothesis Testing | Plotly | Power BI | CatBoost,Python | SQL | Machine Learning | Statistics | Feature Engineering,11,M.Sc. Artificial Intelligence,TensorFlow Developer Certificate | Coursera ML Specialization (Andrew Ng),2,13,208500,Full-Time,On-Site,Asana,Small (51–200),Toronto,Canada,2025-05-11,"We're looking for a Staff Insights Data Scientist, Retail at Asana to power our Retail platform. Day-to-day, you'll translate business questions into data analyses with deep expertise in Spark and Probability. You bring 11+ years, strong Bayesian Statistics skills, and a M.Sc. Artificial Intelligence (or equivalent). Full-Time | On-Site | Small (51–200)."
JOB02154,"Mid-Level Deep Learning Engineer, Entertainment",Machine Learning Engineer,Mid-Level,Entertainment,Triton/ONNX,Feature Stores | ONNX | RLHF | Vector DBs | Azure | LangChain | BentoML | Dask,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,4,M.Sc. Cybersecurity,Deep Learning Specialization (Coursera),1,27,130500,Full-Time,Hybrid,Twilio,Large (1001–5000),Zurich,Switzerland,2025-03-22,"At Twilio (Large (1001–5000)), our Entertainment team is growing fast. We need a Mid-Level Deep Learning Engineer, Entertainment who thrives with Feature Stores, ONNX, and RLHF. You'll implement feature engineering, data validation, and drift detection in a collaborative, fast-paced environment. 4+ years exp · M.Sc. Cybersecurity · Full-Time · Hybrid."
JOB02155,Principal Applied ML Engineer – Feature Store/Feast,Machine Learning Engineer,Principal / Staff,Entertainment,Feature Store/Feast,Azure | Scikit-learn | RLHF | ONNX | Dask | Ray | Vector DBs | TorchServe,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,18,M.Sc. Artificial Intelligence,None,0,21,286000,Freelance,Hybrid,Robinhood,Enterprise (5000+),Boston,USA,2025-02-07,"We're looking for a Principal Applied ML Engineer – Feature Store/Feast at Robinhood to power our Entertainment platform. Day-to-day, you'll deploy, monitor, and iterate on ML models in production with deep expertise in Azure and Scikit-learn. You bring 18+ years, strong RLHF skills, and a M.Sc. Artificial Intelligence (or equivalent). Freelance | Hybrid | Enterprise (5000+)."
JOB02156,DBA (Cassandra/NoSQL),Database Administrator,Junior,EdTech,Cassandra/NoSQL,Aurora | PITR | MariaDB | Terraform | DynamoDB | Database Migration,PostgreSQL/Oracle | Query Optimization | Backup & Recovery | High Availability | SQL,1,B.Sc. Information Technology,PostgreSQL Associate Certification,1,1,60000,Full-Time,On-Site,Twilio,Mid-size (201–1000),Berlin,Germany,2025-03-20,"Twilio (Mid-size (201–1000)) is hiring a DBA (Cassandra/NoSQL) to join our EdTech engineering team. You will ensure database high availability and disaster recovery using Aurora, PITR, and MariaDB. We expect 1+ years of experience and a degree in B.Sc. Information Technology. Full-Time · On-Site."
JOB02157,Lead Quality Engineer,QA / Test Automation Engineer,Lead,Travel & Hospitality,Cypress/TypeScript,API Testing | TestRail | Postman | Regression Testing | Load Testing | JMeter | Mock Servers | Defect Tracking,Test Automation Frameworks | API Testing | CI/CD | SQL | Bug Tracking,11,B.Sc. Information Technology,AWS Certified Developer – Associate,1,0,197000,Part-Time,Remote,Datadog,Enterprise (5000+),Dublin,Ireland,2024-03-25,"Shape the future of Travel & Hospitality at Datadog. As a Lead Quality Engineer you will triage defects and drive quality across releases with hands-on mastery of API Testing and TestRail. We value deep knowledge of Postman and a pragmatic, ownership-driven mindset. 11 years' experience required. B.Sc. Information Technology preferred. Part-Time | Remote."
JOB02158,Embedded Systems Engineer (Python/MicroPython),Embedded Systems Engineer,Senior,Media & Streaming,Python/MicroPython,Signal Processing | Low-Power Design | FreeRTOS | Bootloaders | PCB Bring-Up | CAN Bus,C/C++ | RTOS | Microcontrollers | Hardware Interfaces (SPI/I2C/UART) | Debugging Tools (JTAG),9,B.Sc. Computer Engineering,CompTIA A+ | Certified Embedded Systems Professional | ARM Accredited Engineer | FreeRTOS Certification,4,12,148000,Full-Time,Remote,Atlassian,Enterprise (5000+),Melbourne,Australia,2024-07-07,"We're looking for a Embedded Systems Engineer (Python/MicroPython) at Atlassian to power our Media & Streaming platform. Day-to-day, you'll implement real-time drivers and communication protocols with deep expertise in Signal Processing and Low-Power Design. You bring 9+ years, strong FreeRTOS skills, and a B.Sc. Computer Engineering (or equivalent). Full-Time | Remote | Enterprise (5000+)."
JOB02159,NLP Engineer,AI/NLP Engineer,Mid-Level,Gaming,RAG/Vector DBs,Transformer Architectures | RAG Pipelines | Speech-to-Text | Model Evaluation | Semantic Search | LLM Fine-Tuning | Named Entity Recognition | Prompt Engineering | Guardrails,Python | Transformers/LLMs | NLP Fundamentals | PyTorch | Prompt/RAG Engineering,5,M.Sc. Data Science,Google Professional ML Engineer,1,1,90000,Full-Time,Hybrid,HashiCorp,Large (1001–5000),Paris,France,2024-12-18,"HashiCorp (Large (1001–5000)) is hiring a NLP Engineer to join our Gaming engineering team. You will design prompt strategies and guardrails for production LLMs using Transformer Architectures, RAG Pipelines, and Speech-to-Text. We expect 5+ years of experience and a degree in M.Sc. Data Science. Full-Time · Hybrid."
JOB02160,"Junior AI Engineer, Gaming",AI/NLP Engineer,Junior,Gaming,LangChain/OpenAI API,Embeddings | Prompt Engineering | Model Evaluation | Vector Databases | Tokenization | RAG Pipelines,Python | Transformers/LLMs | NLP Fundamentals | PyTorch | Prompt/RAG Engineering,0,M.Sc. Artificial Intelligence,None,0,8,64000,Part-Time,Remote,Adobe,Startup (1–50),Seoul,South Korea,2025-04-15,"At Adobe (Startup (1–50)), our Gaming team is growing fast. We need a Junior AI Engineer, Gaming who thrives with Embeddings, Prompt Engineering, and Model Evaluation. You'll build retrieval-augmented generation pipelines in a collaborative, fast-paced environment. 0+ years exp · M.Sc. Artificial Intelligence · Part-Time · Remote."
JOB02161,"Backend Engineer, Aerospace Team",Backend Developer,Junior,Aerospace,Go/Fiber,Kotlin | Go | PostgreSQL | Rust | Microservices | API Versioning | REST APIs | Caching Strategies,Python/Go/Java | PostgreSQL | REST APIs | Microservices | Docker,2,B.Sc. Information Technology,Redis Certified Developer | AWS Certified Developer – Associate | Oracle Java SE Certified | HashiCorp Vault Associate,4,1,49500,Full-Time,On-Site,Vercel,Large (1001–5000),Melbourne,Australia,2024-05-17,"Vercel (Large (1001–5000)) is hiring a Backend Engineer, Aerospace Team to join our Aerospace engineering team. You will build resilient microservices and event-driven systems using Kotlin, Go, and PostgreSQL. We expect 2+ years of experience and a degree in B.Sc. Information Technology. Full-Time · On-Site."
JOB02162,"Systems Engineer, Government Team",Software Engineer,Senior,Government,Go/Kubernetes,Redis | gRPC | System Design | Message Queues | CI/CD | Kafka | Docker | Design Patterns | Load Balancing,Data Structures & Algorithms | System Design | OOP | Git | Debugging,9,B.Eng. Software Engineering,Oracle Java SE Certified,1,21,168000,Full-Time,Hybrid,Supabase,Mid-size (201–1000),Manchester,UK,2025-04-11,"Supabase (Mid-size (201–1000)) is hiring a Systems Engineer, Government Team to join our Government engineering team. You will write clean, well-tested, maintainable code using Redis, gRPC, and System Design. We expect 9+ years of experience and a degree in B.Eng. Software Engineering. Full-Time · Hybrid."
JOB02163,"Associate Flutter Developer, AgriTech",Mobile App Developer,Junior,AgriTech,Swift/UIKit,Kotlin Multiplatform | Room DB | Google Play Console | SQLite | Xcode | Crashlytics | Dart,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,2,B.Sc. Information Technology,iOS App Development with SwiftUI (Apple) | Google Associate Android Developer,2,12,58000,Full-Time,On-Site,Supabase,Mid-size (201–1000),Munich,Germany,2025-02-27,"Supabase (Mid-size (201–1000)) is hiring a Associate Flutter Developer, AgriTech to join our AgriTech engineering team. You will build and release polished mobile features using Kotlin Multiplatform, Room DB, and Google Play Console. We expect 2+ years of experience and a degree in B.Sc. Information Technology. Full-Time · On-Site."
JOB02164,Lead Backend Engineer – Ruby,Backend Developer,Lead,Logistics,Ruby/Rails,Caching Strategies | Docker | PostgreSQL | Go | Message Queues | GraphQL | Kotlin | REST APIs | Temporal,Python/Go/Java | PostgreSQL | REST APIs | Microservices | Docker,12,B.Sc. Information Technology,Oracle Java SE Certified,1,5,170000,Full-Time,Remote,Figma,Startup (1–50),Delhi,India,2025-04-24,"At Figma (Startup (1–50)), our Logistics team is growing fast. We need a Lead Backend Engineer – Ruby who thrives with Caching Strategies, Docker, and PostgreSQL. You'll optimise database access and API latency in a collaborative, fast-paced environment. 12+ years exp · B.Sc. Information Technology · Full-Time · Remote."
JOB02165,Lead Firmware Engineer – C,Embedded Systems Engineer,Lead,HR Tech,C/RTOS,Firmware OTA Updates | UART/SPI/I2C | Signal Processing | Device Drivers | RTOS | FreeRTOS | PCB Bring-Up,C/C++ | RTOS | Microcontrollers | Hardware Interfaces (SPI/I2C/UART) | Debugging Tools (JTAG),13,M.Sc. Embedded Systems,CompTIA A+ | Certified Embedded Systems Professional,2,25,205000,Part-Time,On-Site,SAP,Large (1001–5000),Warsaw,Poland,2025-05-12,"SAP (Large (1001–5000)) is hiring a Lead Firmware Engineer – C to join our HR Tech engineering team. You will bring up new hardware and debug at the register level using Firmware OTA Updates, UART/SPI/I2C, and Signal Processing. We expect 13+ years of experience and a degree in M.Sc. Embedded Systems. Part-Time · On-Site."
JOB02166,Entry-Level Applications Engineer – Python/Django,Software Engineer,Junior,FinTech,Python/Django,Design Patterns | gRPC | System Design | Kubernetes | Load Balancing | CI/CD | Unit Testing | Kafka | Docker,Data Structures & Algorithms | System Design | OOP | Git | Debugging,0,B.Sc. Computer Science,Microsoft Certified: Azure Developer,1,23,69000,Full-Time,Hybrid,HashiCorp,Small (51–200),New York,USA,2024-02-22,"HashiCorp (Small (51–200)) is hiring a Entry-Level Applications Engineer – Python/Django to join our FinTech engineering team. You will own services end-to-end in production using Design Patterns, gRPC, and System Design. We expect 0+ years of experience and a degree in B.Sc. Computer Science. Full-Time · Hybrid."
JOB02167,Principal Application Security Engineer,Cybersecurity Analyst,Principal / Staff,Real Estate,Zero Trust/IAM,Kali Linux | OSINT | Burp Suite | IAM | IBM QRadar | ISO 27001 | DLP,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,14,B.Sc. Software Engineering,OSCP | AWS Security Specialty,2,25,294000,Full-Time,Hybrid,Canva,Large (1001–5000),Zurich,Switzerland,2025-01-02,"Canva is scaling its Real Estate infrastructure and needs a talented Principal Application Security Engineer. Core stack: Kali Linux, OSINT, Burp Suite. You'll continuously strengthen the organisation's security posture, partner cross-functionally, and set technical standards. 14+ yrs exp. B.Sc. Software Engineering. Full-Time · Hybrid · Large (1001–5000)."
JOB02168,Reliability Engineer (AWS/Chaos Engineering),Site Reliability Engineer (SRE),Senior,Energy,AWS/Chaos Engineering,Load Testing | Autoscaling | Chaos Engineering | Capacity Planning | Runbooks | Observability | PagerDuty,Linux | Kubernetes | Monitoring/Observability | Incident Response | Scripting (Python/Go),6,B.Eng. Software Engineering,Certified Kubernetes Administrator,1,5,165000,Full-Time,Hybrid,Palo Alto Networks,Startup (1–50),Paris,France,2024-08-21,"Shape the future of Energy at Palo Alto Networks. As a Reliability Engineer (AWS/Chaos Engineering) you will lead incident response and blameless postmortems with hands-on mastery of Load Testing and Autoscaling. We value deep knowledge of Chaos Engineering and a pragmatic, ownership-driven mindset. 6 years' experience required. B.Eng. Software Engineering preferred. Full-Time | Hybrid."
JOB02169,Lead Software Engineer,Software Engineer,Lead,Energy,Java/Spring Boot,Load Balancing | Docker | Design Patterns | Distributed Systems | System Design | Redis | Unit Testing | Kubernetes | gRPC,Data Structures & Algorithms | System Design | OOP | Git | Debugging,10,B.Sc. Computer Science,Microsoft Certified: Azure Developer,1,13,212000,Full-Time,Remote,Coinbase,Small (51–200),Warsaw,Poland,2024-06-10,"Coinbase is scaling its Energy infrastructure and needs a talented Lead Software Engineer. Core stack: Load Balancing, Docker, Design Patterns. You'll design and ship scalable backend services, partner cross-functionally, and set technical standards. 10+ yrs exp. B.Sc. Computer Science. Full-Time · Remote · Small (51–200)."
JOB02170,"Business Analyst, Gaming Team",Business/Systems Analyst,Principal / Staff,Gaming,SAP/ERP Analysis,Gap Analysis | Requirements Gathering | Agile/Scrum | KPI Reporting | Process Mapping | Data Analysis | SQL | Business Process Modeling,Requirements Analysis | SQL | Stakeholder Management | Process Mapping | Documentation,14,B.Sc. Business Administration,PMI-PBA | Certified ScrumMaster,2,21,208000,Full-Time,Hybrid,SAP,Startup (1–50),Austin,USA,2025-02-28,"SAP (Startup (1–50)) is hiring a Business Analyst, Gaming Team to join our Gaming engineering team. You will analyse process gaps and recommend system improvements using Gap Analysis, Requirements Gathering, and Agile/Scrum. We expect 14+ years of experience and a degree in B.Sc. Business Administration. Full-Time · Hybrid."
JOB02171,"Sr. Release Engineer, Telecom",DevOps Engineer,Senior,Telecom,Kubernetes/Helm,Service Mesh | Prometheus | CI/CD Pipelines | Vault | GitOps | Helm | Bash,Linux | CI/CD | Docker/Kubernetes | Terraform | Cloud Platforms (AWS/GCP/Azure),6,B.Sc. Information Technology,None,0,26,177500,Full-Time,Remote,Netflix,Mid-size (201–1000),Mumbai,India,2025-02-15,"We're looking for a Sr. Release Engineer, Telecom at Netflix to power our Telecom platform. Day-to-day, you'll improve system reliability and reduce deployment risk with deep expertise in Service Mesh and Prometheus. You bring 6+ years, strong CI/CD Pipelines skills, and a B.Sc. Information Technology (or equivalent). Full-Time | Remote | Mid-size (201–1000)."
JOB02172,Entry-Level Server-Side Engineer – Ruby,Backend Developer,Junior,Telecom,Ruby/Rails,Microservices | Rust | Kotlin | PostgreSQL | REST APIs | Temporal | Docker | Message Queues,Python/Go/Java | PostgreSQL | REST APIs | Microservices | Docker,1,B.Sc. Information Technology,HashiCorp Vault Associate,1,12,50500,Full-Time,On-Site,ServiceNow,Small (51–200),Melbourne,Australia,2024-12-11,"Shape the future of Telecom at ServiceNow. As a Entry-Level Server-Side Engineer – Ruby you will build resilient microservices and event-driven systems with hands-on mastery of Microservices and Rust. We value deep knowledge of Kotlin and a pragmatic, ownership-driven mindset. 1 years' experience required. B.Sc. Information Technology preferred. Full-Time | On-Site."
JOB02173,"UI/UX Designer, Media & Streaming Team",UI/UX Designer,Principal / Staff,Media & Streaming,Sketch/InVision,Wireframing | Persona Development | Usability Testing | Prototyping | User Research | Accessibility (WCAG) | A/B Testing | Design Tokens | Design Systems,Figma | User Research | Wireframing/Prototyping | Design Systems | Usability Testing,16,B.Sc. Human-Computer Interaction,None,0,7,190000,Full-Time,On-Site,GitLab,Large (1001–5000),Warsaw,Poland,2025-05-14,"GitLab is scaling its Media & Streaming infrastructure and needs a talented UI/UX Designer, Media & Streaming Team. Core stack: Wireframing, Persona Development, Usability Testing. You'll partner with product and engineering on end-to-end UX, partner cross-functionally, and set technical standards. 16+ yrs exp. B.Sc. Human-Computer Interaction. Full-Time · On-Site · Large (1001–5000)."
JOB02174,Systems Engineer,Software Engineer,Mid-Level,HR Tech,C++/Linux,CI/CD | Kafka | Distributed Systems | Load Balancing | Docker | Redis | Message Queues,Data Structures & Algorithms | System Design | OOP | Git | Debugging,4,B.Eng. Software Engineering,None,0,11,105500,Full-Time,Hybrid,Uber,Large (1001–5000),Dublin,Ireland,2025-03-24,"Uber (Large (1001–5000)) is hiring a Systems Engineer to join our HR Tech engineering team. You will write clean, well-tested, maintainable code using CI/CD, Kafka, and Distributed Systems. We expect 4+ years of experience and a degree in B.Eng. Software Engineering. Full-Time · Hybrid."
JOB02175,Mid-Level Server-Side Engineer – Go/Fiber,Backend Developer,Mid-Level,SaaS,Go/Fiber,GraphQL | Kotlin | Temporal | Rust | REST APIs | Caching Strategies,Python/Go/Java | PostgreSQL | REST APIs | Microservices | Docker,4,B.Sc. Computer Science,Oracle Java SE Certified,1,26,105500,Full-Time,Remote,Coinbase,Mid-size (201–1000),Tokyo,Japan,2025-02-23,"At Coinbase (Mid-size (201–1000)), our SaaS team is growing fast. We need a Mid-Level Server-Side Engineer – Go/Fiber who thrives with GraphQL, Kotlin, and Temporal. You'll build resilient microservices and event-driven systems in a collaborative, fast-paced environment. 4+ years exp · B.Sc. Computer Science · Full-Time · Remote."
JOB02176,Entry-Level Solutions Architect – Azure,Cloud Solutions Architect,Junior,Media & Streaming,Azure/Bicep,Snowflake | Well-Architected Framework | PrivateLink | GCP | CloudFormation | Landing Zones | ARM Templates | FinOps,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,2,B.Sc. Computer Science,HashiCorp Vault Associate | Google Professional Cloud Architect | Microsoft Certified: Azure Solutions Architect Expert,3,7,71500,Full-Time,Hybrid,Shopify,Small (51–200),Cape Town,South Africa,2024-02-03,"At Shopify (Small (51–200)), our Media & Streaming team is growing fast. We need a Entry-Level Solutions Architect – Azure who thrives with Snowflake, Well-Architected Framework, and PrivateLink. You'll define reference architectures and governance standards in a collaborative, fast-paced environment. 2+ years exp · B.Sc. Computer Science · Full-Time · Hybrid."
JOB02177,"Senior Data Scientist, Real Estate",Data Scientist,Senior,Real Estate,Python/PyTorch,XGBoost | Hypothesis Testing | Probability | Bayesian Statistics | A/B Testing | CatBoost | Plotly | Looker,Python | SQL | Machine Learning | Statistics | Feature Engineering,7,M.Sc. Statistics,TensorFlow Developer Certificate | AWS Certified Data Analytics,2,22,131500,Full-Time,Hybrid,Twilio,Mid-size (201–1000),Seoul,South Korea,2024-12-14,"At Twilio (Mid-size (201–1000)), our Real Estate team is growing fast. We need a Senior Data Scientist, Real Estate who thrives with XGBoost, Hypothesis Testing, and Probability. You'll translate business questions into data analyses in a collaborative, fast-paced environment. 7+ years exp · M.Sc. Statistics · Full-Time · Hybrid."
JOB02178,"Mid-Level Frontend Engineer, Government",Frontend Developer,Mid-Level,Government,React/Storybook,Astro | Styled-Components | Svelte | CSS3 | Micro-Frontends | Vue.js | TypeScript | Web Performance | Webpack,React | TypeScript | HTML/CSS | Web Performance | Accessibility,5,Bootcamp + Self-Taught,WCAG Accessibility Specialist | W3C Front-End Web Developer,2,2,106500,Full-Time,Hybrid,Twitch,Enterprise (5000+),Amsterdam,Netherlands,2025-01-17,"At Twitch (Enterprise (5000+)), our Government team is growing fast. We need a Mid-Level Frontend Engineer, Government who thrives with Astro, Styled-Components, and Svelte. You'll drive web performance and Core Web Vitals improvements in a collaborative, fast-paced environment. 5+ years exp · Bootcamp + Self-Taught · Full-Time · Hybrid."
JOB02179,"Product Analyst, FinTech Team",Business/Systems Analyst,Lead,FinTech,Jira/Confluence,SQL | KPI Reporting | UAT Coordination | Stakeholder Management | Business Process Modeling | Agile/Scrum | Change Management | Gap Analysis | User Stories,Requirements Analysis | SQL | Stakeholder Management | Process Mapping | Documentation,12,B.Sc. Business Administration,Google Professional Data Analytics Certificate | Certified ScrumMaster,2,15,177000,Full-Time,Remote,Palantir,Enterprise (5000+),Amsterdam,Netherlands,2024-06-26,"Palantir is scaling its FinTech infrastructure and needs a talented Product Analyst, FinTech Team. Core stack: SQL, KPI Reporting, UAT Coordination. You'll facilitate stakeholder workshops and requirement sign-off, partner cross-functionally, and set technical standards. 12+ yrs exp. B.Sc. Business Administration. Full-Time · Remote · Enterprise (5000+)."
JOB02180,"Data Scientist, Media & Streaming Team",Data Scientist,Principal / Staff,Media & Streaming,SQL/dbt,Tableau | Time Series Forecasting | Bayesian Statistics | Looker | Power BI | Probability | XGBoost | CatBoost | Spark,Python | SQL | Machine Learning | Statistics | Feature Engineering,18,Ph.D. Artificial Intelligence,AWS Certified Data Analytics | Google Professional Data Analytics Certificate | Coursera ML Specialization (Andrew Ng) | TensorFlow Developer Certificate,4,29,272000,Full-Time,Hybrid,Netflix,Mid-size (201–1000),Tokyo,Japan,2025-02-26,"Netflix (Mid-size (201–1000)) is hiring a Data Scientist, Media & Streaming Team to join our Media & Streaming engineering team. You will communicate insights to executive stakeholders using Tableau, Time Series Forecasting, and Bayesian Statistics. We expect 18+ years of experience and a degree in Ph.D. Artificial Intelligence. Full-Time · Hybrid."
JOB02181,Junior Android Developer – Kotlin/MVVM,Mobile App Developer,Junior,E-commerce,Kotlin/MVVM,Google Play Console | CoreML | Xcode | Room DB | Kotlin Multiplatform | SQLite | In-App Purchases,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,2,B.Sc. Information Technology,None,0,10,48000,Full-Time,Hybrid,GitLab,Small (51–200),Dublin,Ireland,2024-06-16,"Shape the future of E-commerce at GitLab. As a Junior Android Developer – Kotlin/MVVM you will optimise app performance and battery usage with hands-on mastery of Google Play Console and CoreML. We value deep knowledge of Xcode and a pragmatic, ownership-driven mindset. 2 years' experience required. B.Sc. Information Technology preferred. Full-Time | Hybrid."
JOB02182,"QA Automation Engineer, Automotive Team",QA / Test Automation Engineer,Mid-Level,Automotive,Appium/Python,Test Planning | Jenkins | Mock Servers | Postman | TestRail | JMeter,Test Automation Frameworks | API Testing | CI/CD | SQL | Bug Tracking,5,Bootcamp + Self-Taught,ISTQB Certified Tester | Postman API Fundamentals Certification | Certified Selenium Professional | AWS Certified Developer – Associate,4,30,65000,Contract,On-Site,GitHub,Mid-size (201–1000),Singapore,Singapore,2024-07-14,"We're looking for a QA Automation Engineer, Automotive Team at GitHub to power our Automotive platform. Day-to-day, you'll design and maintain automated test suites with deep expertise in Test Planning and Jenkins. You bring 5+ years, strong Mock Servers skills, and a Bootcamp + Self-Taught (or equivalent). Contract | On-Site | Mid-size (201–1000)."
JOB02183,ML Engineer,Machine Learning Engineer,Mid-Level,HealthTech,GenAI/HuggingFace,Feature Stores | Vector DBs | BentoML | ONNX | RLHF | Dask | LangChain | Ray | TorchServe,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,3,Ph.D. Artificial Intelligence,AWS Certified Data Engineer,1,3,105000,Full-Time,Remote,IBM,Startup (1–50),Singapore,Singapore,2025-02-10,"IBM (Startup (1–50)) is hiring a ML Engineer to join our HealthTech engineering team. You will build training pipelines for large-scale models using Feature Stores, Vector DBs, and BentoML. We expect 3+ years of experience and a degree in Ph.D. Artificial Intelligence. Full-Time · Remote."
JOB02184,Sr. Firmware Engineer,Embedded Systems Engineer,Senior,Manufacturing,Python/MicroPython,CAN Bus | Bootloaders | UART/SPI/I2C | Device Drivers | Signal Processing | FreeRTOS | Bare-Metal Programming,C/C++ | RTOS | Microcontrollers | Hardware Interfaces (SPI/I2C/UART) | Debugging Tools (JTAG),9,Bootcamp + Self-Taught,Certified Embedded Systems Professional | CompTIA A+ | ARM Accredited Engineer | FreeRTOS Certification,4,28,140500,Full-Time,On-Site,Netflix,Small (51–200),Singapore,Singapore,2025-04-25,"Shape the future of Manufacturing at Netflix. As a Sr. Firmware Engineer you will design low-power embedded systems for IoT devices with hands-on mastery of CAN Bus and Bootloaders. We value deep knowledge of UART/SPI/I2C and a pragmatic, ownership-driven mindset. 9 years' experience required. Bootcamp + Self-Taught preferred. Full-Time | On-Site."
JOB02185,"SRE, AgriTech Team",Site Reliability Engineer (SRE),Senior,AgriTech,GCP/SRE Toolkit,Capacity Planning | Distributed Tracing | Service Mesh | Observability | PagerDuty | Autoscaling | On-Call Response | Chaos Engineering | Incident Postmortems,Linux | Kubernetes | Monitoring/Observability | Incident Response | Scripting (Python/Go),7,B.Sc. Computer Science,None,0,14,181000,Internship,Remote,Atlassian,Enterprise (5000+),Sydney,Australia,2025-03-28,"We're looking for a SRE, AgriTech Team at Atlassian to power our AgriTech platform. Day-to-day, you'll design capacity planning and autoscaling strategies with deep expertise in Capacity Planning and Distributed Tracing. You bring 7+ years, strong Service Mesh skills, and a B.Sc. Computer Science (or equivalent). Internship | Remote | Enterprise (5000+)."
JOB02186,Senior Platform Engineer,Software Engineer,Senior,Real Estate,Java/Spring Boot,Load Balancing | Kubernetes | Redis | System Design | Distributed Systems | Docker | Unit Testing | CI/CD,Data Structures & Algorithms | System Design | OOP | Git | Debugging,8,B.Sc. Information Technology,Oracle Java SE Certified,1,25,127500,Freelance,Remote,Meta,Large (1001–5000),New York,USA,2025-01-05,"We're looking for a Senior Platform Engineer at Meta to power our Real Estate platform. Day-to-day, you'll collaborate with product and QA on feature delivery with deep expertise in Load Balancing and Kubernetes. You bring 8+ years, strong Redis skills, and a B.Sc. Information Technology (or equivalent). Freelance | Remote | Large (1001–5000)."
