Job ID,Job Title,Job Role,Job Level,Domain,Tech Stack,Skills,Required Skills,Experience (Years),Education,Certifications,Certifications Count,Projects Count,Salary (USD/Year),Employment Type,Work Mode,Company Name,Company Size,City,Country,Date Posted,Job Description
JOB02062,Lead Software Engineer – Kotlin/JVM,Software Engineer,Lead,PropTech,Kotlin/JVM,Elasticsearch | Rust | PostgreSQL | Event Sourcing | Docker | REST APIs,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,10,B.Sc. Mathematics,None,0,21,251500,Full-Time,Remote,Delivery Hero,Large (1001–5000),Austin,USA,2025-01-09,"Delivery Hero is scaling its PropTech infrastructure and needs a talented Lead Software Engineer – Kotlin/JVM. Core stack: Elasticsearch, Rust, PostgreSQL. You'll evolve the system architecture, partner cross-functionally, and set technical standards. 10+ yrs exp. B.Sc. Mathematics. Full-Time · Remote · Large (1001–5000)."
JOB02063,Staff Data Scientist – NLP/Transformers,Data Scientist,Lead,Travel & Hospitality,NLP/Transformers,Databricks | Tableau | NLP | Apache Flink | MLflow | Hypothesis Testing | Spark | Plotly | Causal Inference | Kedro,Python | SQL | Machine Learning | Statistics | Feature Engineering,13,M.Sc. Data Science,Databricks Certified ML Professional | Microsoft Azure Data Scientist (DP-100),2,8,248000,Full-Time,Hybrid,Nubank,Large (1001–5000),Melbourne,Australia,2024-09-30,"Nubank is scaling its Travel & Hospitality infrastructure and needs a talented Staff Data Scientist – NLP/Transformers. Core stack: Databricks, Tableau, NLP. You'll deliver robust ML and analytics pipelines, partner cross-functionally, and set technical standards. 13+ yrs exp. M.Sc. Data Science. Full-Time · Hybrid · Large (1001–5000)."
JOB02064,Mid-Level GCP Cloud Architect – GCP/Terraform,Cloud Solutions Architect,Mid-Level,Automotive,GCP/Terraform,AWS | Multi-Cloud | GCP | Snowflake | Cost Optimization | Data Lakes | CloudFront | Redshift | Lambda,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,4,Associate Degree in Computer Science,TOGAF 9 Certified,1,12,132000,Full-Time,Hybrid,Airbnb,Large (1001–5000),Boston,USA,2025-01-19,"Airbnb (Large (1001–5000)) is hiring a Mid-Level GCP Cloud Architect – GCP/Terraform to join our Automotive engineering team. You will provide architecture guidance and review for engineering squads using AWS, Multi-Cloud, and GCP. We expect 4+ years of experience and a degree in Associate Degree in Computer Science. Full-Time · Hybrid."
JOB02065,Staff Threat Intelligence Analyst – SOAR/XSOAR,Cybersecurity Analyst,Lead,Government,SOAR/XSOAR,Kali Linux | Microsoft Sentinel | Elastic SIEM | Incident Response | SOC 2 | NIST CSF,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,10,B.Eng. Electronics & Communication,OSCP | CompTIA Security+,2,5,222500,Full-Time,Remote,Notion,Small (51–200),Stockholm,Sweden,2025-01-15,"We're looking for a Staff Threat Intelligence Analyst – SOAR/XSOAR at Notion to power our Government platform. Day-to-day, you'll continuously strengthen the organisation's security posture with deep expertise in Kali Linux and Microsoft Sentinel. You bring 10+ years, strong Elastic SIEM skills, and a B.Eng. Electronics & Communication (or equivalent). Full-Time | Remote | Small (51–200)."
JOB02066,"Senior Solutions Architect, Aerospace",Cloud Solutions Architect,Senior,Aerospace,AWS/CloudFormation,Cloud Migration | PrivateLink | Well-Architected Framework | Route53 | Cost Optimization | Lambda,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,6,Bootcamp + Self-Taught,None,0,15,202500,Freelance,Remote,Amazon,Enterprise (5000+),Hyderabad,India,2024-09-11,"Amazon is scaling its Aerospace infrastructure and needs a talented Senior Solutions Architect, Aerospace. Core stack: Cloud Migration, PrivateLink, Well-Architected Framework. You'll drive cloud-native modernisation initiatives, partner cross-functionally, and set technical standards. 6+ yrs exp. Bootcamp + Self-Taught. Freelance · Remote · Enterprise (5000+)."
JOB02067,Penetration Tester / Red Team,Cybersecurity Analyst,Mid-Level,HR Tech,MITRE ATT&CK,OSINT | SIEM | SOC 2 | Kali Linux | Tenable Nessus | Splunk | Qualys,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,4,M.Sc. Computer Science,Microsoft SC-200,1,2,106500,Full-Time,Remote,Snowflake,Large (1001–5000),Tel Aviv,Israel,2024-02-18,"Snowflake (Large (1001–5000)) is hiring a Penetration Tester / Red Team to join our HR Tech engineering team. You will design and implement zero-trust and least-privilege controls using OSINT, SIEM, and SOC 2. We expect 4+ years of experience and a degree in M.Sc. Computer Science. Full-Time · Remote."
JOB02068,Principal Cloud & Infrastructure Architect – AWS/CloudFormation,Cloud Solutions Architect,Lead,Telecommunications,AWS/CloudFormation,AWS | Cloud Security | Route53 | Serverless | Snowflake | Kubernetes,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,14,Ph.D. Artificial Intelligence,None,0,26,278500,Contract,Hybrid,Infosys,Enterprise (5000+),Berlin,Germany,2024-06-22,"At Infosys (Enterprise (5000+)), our Telecommunications team is growing fast. We need a Principal Cloud & Infrastructure Architect – AWS/CloudFormation who thrives with AWS, Cloud Security, and Route53. You'll design resilient, cost-efficient cloud systems in a collaborative, fast-paced environment. 14+ years exp · Ph.D. Artificial Intelligence · Contract · Hybrid."
JOB02069,Staff Data Scientist (LegalTech),Data Scientist,Lead,LegalTech,Bayesian/Python,Time-Series Analysis | dbt | Matplotlib | Apache Flink | Seaborn | XGBoost | Spark | Power BI | Statistics | SQL,Python | SQL | Machine Learning | Statistics | Feature Engineering,10,M.Sc. Data Science,Databricks Certified ML Professional | Coursera ML Specialization (Andrew Ng),2,19,247500,Full-Time,On-Site,Uber,Large (1001–5000),London,UK,2024-01-09,"Uber (Large (1001–5000)) is hiring a Staff Data Scientist (LegalTech) to join our LegalTech engineering team. You will translate complex data findings into clear business recommendations using Time-Series Analysis, dbt, and Matplotlib. We expect 10+ years of experience and a degree in M.Sc. Data Science. Full-Time · On-Site."
JOB02070,Staff ML Infrastructure Engineer (GenAI/HuggingFace),Machine Learning Engineer,Principal / Staff,E-commerce,GenAI/HuggingFace,Python | Pinecone | SQL | AWS | Kafka | Git | LangChain | Keras,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,16,Bootcamp + Self-Taught,MLflow Certified Practitioner | Kubeflow Practitioner,2,6,369500,Full-Time,Hybrid,Netflix,Large (1001–5000),Seattle,USA,2024-07-28,"Shape the future of E-commerce at Netflix. As a Staff ML Infrastructure Engineer (GenAI/HuggingFace) you will deploy, monitor, and iterate on ML models in production with hands-on mastery of Python and Pinecone. We value deep knowledge of SQL and a pragmatic, ownership-driven mindset. 16 years' experience required. Bootcamp + Self-Taught preferred. Full-Time | Hybrid."
JOB02071,Mid-Level Cybersecurity Analyst – Palo Alto/Fortinet,Cybersecurity Analyst,Mid-Level,Cybersecurity,Palo Alto/Fortinet,Tenable Nessus | DLP | Microsoft Sentinel | Wireshark | Carbon Black | Metasploit | Elastic SIEM | SOC 2 | SIEM | OWASP,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,4,M.Sc. Data Science,CompTIA Security+,1,33,107000,Full-Time,On-Site,ServiceNow,Enterprise (5000+),Helsinki,Finland,2024-03-03,"Join ServiceNow's Cybersecurity division as a Mid-Level Cybersecurity Analyst – Palo Alto/Fortinet. You'll conduct vulnerability assessments and adversarial simulations leveraging Tenable Nessus, DLP, and Microsoft Sentinel across a high-scale, distributed environment. Required: 4 years' experience, M.Sc. Data Science. Full-Time, On-Site."
JOB02072,Principal ML Platform Engineer – Triton/ONNX,Machine Learning Engineer,Lead,Aerospace,Triton/ONNX,CUDA | Airflow | Kubeflow | Docker | ONNX | Feast | Ray | Python,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,12,M.Sc. Information Systems,None,0,7,272000,Full-Time,Hybrid,Okta,Large (1001–5000),Pune,India,2024-03-24,"Shape the future of Aerospace at Okta. As a Principal ML Platform Engineer – Triton/ONNX you will build end-to-end training and model-serving pipelines with hands-on mastery of CUDA and Airflow. We value deep knowledge of Kubeflow and a pragmatic, ownership-driven mindset. 12 years' experience required. M.Sc. Information Systems preferred. Full-Time | Hybrid."
JOB02073,Mid-Level Full-Stack Engineer (Go/gRPC),Software Engineer,Mid-Level,FinTech,Go/gRPC,Java | REST APIs | GCP | PostgreSQL | Kafka | Terraform | Go,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,4,B.Eng. Electronics & Communication,Google Associate Cloud Engineer | GitHub Actions Certification | Spring Professional Certification | Oracle Java SE Certified,4,17,115500,Full-Time,On-Site,Shopify,Large (1001–5000),Dublin,Ireland,2024-11-03,"Shape the future of FinTech at Shopify. As a Mid-Level Full-Stack Engineer (Go/gRPC) you will design and ship full-stack features end-to-end with hands-on mastery of Java and REST APIs. We value deep knowledge of GCP and a pragmatic, ownership-driven mindset. 4 years' experience required. B.Eng. Electronics & Communication preferred. Full-Time | On-Site."
JOB02074,Lead Security Analyst – IBM QRadar,Cybersecurity Analyst,Mid-Level,FinTech,IBM QRadar,Wireshark | MITRE ATT&CK | SIEM | Threat Intelligence | Qualys | Zero Trust,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,4,B.Sc. Cognitive Science,CEH (Certified Ethical Hacker),1,14,113000,Full-Time,On-Site,IBM,Enterprise (5000+),Bangalore,India,2024-04-24,"IBM is scaling its FinTech infrastructure and needs a talented Lead Security Analyst – IBM QRadar. Core stack: Wireshark, MITRE ATT&CK, SIEM. You'll investigate and contain security incidents, partner cross-functionally, and set technical standards. 4+ yrs exp. B.Sc. Cognitive Science. Full-Time · On-Site · Enterprise (5000+)."
JOB02075,"Mid-Level Data Scientist, Entertainment Analytics",Data Scientist,Mid-Level,Entertainment,SQL/Tableau,Deep Learning | MLflow | Hypothesis Testing | Scikit-learn | Time-Series Analysis | Looker | Power BI | Kedro | Feature Engineering | Databricks,Python | SQL | Machine Learning | Statistics | Feature Engineering,5,B.Eng. Electrical Engineering,SAS Certified Data Scientist,1,14,120000,Contract,Remote,MongoDB,Large (1001–5000),Chicago,USA,2024-12-13,"Shape the future of Entertainment at MongoDB. As a Mid-Level Data Scientist, Entertainment Analytics you will translate complex data findings into clear business recommendations with hands-on mastery of Deep Learning and MLflow. We value deep knowledge of Hypothesis Testing and a pragmatic, ownership-driven mindset. 5 years' experience required. B.Eng. Electrical Engineering preferred. Contract | Remote."
JOB02076,Senior Frontend Architect – React Native/Expo,Frontend Developer,Senior,Entertainment,React Native/Expo,Web Performance | Styled-Components | Playwright | Redux Toolkit | Core Web Vitals | CSS3 | Design Systems | Micro-Frontends | Progressive Web Apps,React | TypeScript | HTML/CSS | Web Performance | Accessibility,8,B.Sc. Cognitive Science,Scrimba React Certification,1,21,175500,Full-Time,Remote,Accenture,Enterprise (5000+),Dubai,UAE,2025-03-11,"We're looking for a Senior Frontend Architect – React Native/Expo at Accenture to power our Entertainment platform. Day-to-day, you'll drive web performance and Core Web Vitals improvements with deep expertise in Web Performance and Styled-Components. You bring 8+ years, strong Playwright skills, and a B.Sc. Cognitive Science (or equivalent). Full-Time | Remote | Enterprise (5000+)."
JOB02077,Staff Frontend Engineer – Svelte/JavaScript,Frontend Developer,Mid-Level,CleanTech,Svelte/JavaScript,Design Systems | Apollo Client | Nuxt.js | Testing Library | CSS3 | Astro | Web Performance | Webpack,React | TypeScript | HTML/CSS | Web Performance | Accessibility,4,B.Sc. Physics (CS minor),WCAG Accessibility Specialist | Vue.js Certified Developer,2,12,111500,Freelance,On-Site,Spotify,Large (1001–5000),Hyderabad,India,2025-04-21,"Spotify (Large (1001–5000)) is hiring a Staff Frontend Engineer – Svelte/JavaScript to join our CleanTech engineering team. You will optimise Core Web Vitals and client-side rendering performance using Design Systems, Apollo Client, and Nuxt.js. We expect 4+ years of experience and a degree in B.Sc. Physics (CS minor). Freelance · On-Site."
JOB02078,"Solutions Architect, Healthcare",Cloud Solutions Architect,Mid-Level,Healthcare,FinOps/AWS,Service Mesh | Cloud Security | ARM Templates | GCP | CDN | BGP | AWS Control Tower | Pulumi,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,4,Ph.D. Computer Science,Google Cloud Networking Professional,1,16,137500,Full-Time,Hybrid,Oracle,Enterprise (5000+),Denver,USA,2024-10-11,"Join Oracle's Healthcare division as a Solutions Architect, Healthcare. You'll design multi-region, fault-tolerant cloud architectures leveraging Service Mesh, Cloud Security, and ARM Templates across a high-scale, distributed environment. Required: 4 years' experience, Ph.D. Computer Science. Full-Time, Hybrid."
JOB02079,Senior Enterprise Cloud Architect (FinOps/AWS),Cloud Solutions Architect,Senior,Government,FinOps/AWS,Azure | Istio | GCP | BigQuery | CDN | AWS Control Tower | Data Lakes | Azure Landing Zone | Pulumi,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,7,Associate Degree in Computer Science,Google Cloud Networking Professional,1,18,193000,Full-Time,On-Site,Infosys,Enterprise (5000+),Delhi,India,2025-02-09,"At Infosys (Enterprise (5000+)), our Government team is growing fast. We need a Senior Enterprise Cloud Architect (FinOps/AWS) who thrives with Azure, Istio, and GCP. You'll design resilient, cost-efficient cloud systems in a collaborative, fast-paced environment. 7+ years exp · Associate Degree in Computer Science · Full-Time · On-Site."
JOB02080,Sr. MLOps Engineer (CUDA/PyTorch),Machine Learning Engineer,Senior,HealthTech,CUDA/PyTorch,Kubernetes | Git | SageMaker | Model Quantization | Docker | ONNX | BentoML | HuggingFace | Scikit-learn,Python | PyTorch/TensorFlow | MLOps | Model Deployment | Feature Engineering,6,B.Sc. Statistics,HuggingFace NLP Course,1,15,190000,Full-Time,Hybrid,Revolut,Large (1001–5000),Paris,France,2024-07-21,"We're looking for a Sr. MLOps Engineer (CUDA/PyTorch) at Revolut to power our HealthTech platform. Day-to-day, you'll build scalable training and serving infrastructure with deep expertise in Kubernetes and Git. You bring 6+ years, strong SageMaker skills, and a B.Sc. Statistics (or equivalent). Full-Time | Hybrid | Large (1001–5000)."
JOB02081,Senior DBA – SQL Server,Database Administrator,Mid-Level,Retail,SQL Server,DynamoDB | RDS | SQL Server | pgBackRest | CockroachDB | RMAN | Flyway | MariaDB | MongoDB | TimescaleDB,PostgreSQL/Oracle | Query Optimization | Backup & Recovery | High Availability | SQL,4,Ph.D. Artificial Intelligence,MongoDB Certified DBA Associate | Oracle DBA OCP | Microsoft DP-300 Azure DBA | Cassandra Administrator Associate | PostgreSQL Associate Certification,5,9,96500,Contract,Hybrid,Wipro,Enterprise (5000+),Pune,India,2025-02-03,"We're looking for a Senior DBA – SQL Server at Wipro to power our Retail platform. Day-to-day, you'll optimise query plans and storage efficiency with deep expertise in DynamoDB and RDS. You bring 4+ years, strong SQL Server skills, and a Ph.D. Artificial Intelligence (or equivalent). Contract | Hybrid | Enterprise (5000+)."
JOB02082,Sr. Full-Stack Engineer (Go/gRPC),Software Engineer,Senior,Media & Advertising,Go/gRPC,Python | Kotlin | RabbitMQ | DDD | React | PostgreSQL,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,9,M.Sc. Data Science,AWS Certified Developer – Associate | Linux Foundation LFCS,2,21,174500,Part-Time,Remote,Delivery Hero,Large (1001–5000),Vienna,Austria,2024-10-02,"At Delivery Hero (Large (1001–5000)), our Media & Advertising team is growing fast. We need a Sr. Full-Stack Engineer (Go/gRPC) who thrives with Python, Kotlin, and RabbitMQ. You'll evolve the system architecture in a collaborative, fast-paced environment. 9+ years exp · M.Sc. Data Science · Part-Time · Remote."
JOB02083,Sr. Applied Scientist (Real Estate),Data Scientist,Senior,Real Estate,Python/Scikit-learn,XGBoost | Tableau | Statistics | R | Seaborn | CatBoost | Scikit-learn | Spark,Python | SQL | Machine Learning | Statistics | Feature Engineering,8,B.Eng. Electrical Engineering,IBM Data Science Professional Certificate | TensorFlow Developer Certificate,2,12,184500,Full-Time,Hybrid,Notion,Small (51–200),London,UK,2024-05-15,"Notion is scaling its Real Estate infrastructure and needs a talented Sr. Applied Scientist (Real Estate). Core stack: XGBoost, Tableau, Statistics. You'll model complex business problems statistically, partner cross-functionally, and set technical standards. 8+ yrs exp. B.Eng. Electrical Engineering. Full-Time · Hybrid · Small (51–200)."
JOB02084,Lead Applied Scientist (Entertainment),Data Scientist,Lead,Entertainment,Python/PyTorch,NLP | CatBoost | R | Databricks | BigQuery | TensorFlow | Feature Engineering | Hypothesis Testing,Python | SQL | Machine Learning | Statistics | Feature Engineering,13,B.Sc. Statistics,Databricks Certified ML Professional,1,17,256500,Contract,Remote,Cohere,Small (51–200),Copenhagen,Denmark,2024-02-20,"Cohere is scaling its Entertainment infrastructure and needs a talented Lead Applied Scientist (Entertainment). Core stack: NLP, CatBoost, R. You'll model complex business problems statistically, partner cross-functionally, and set technical standards. 13+ yrs exp. B.Sc. Statistics. Contract · Remote · Small (51–200)."
JOB02085,Senior Infrastructure Engineer (Prometheus/Grafana),DevOps Engineer,Senior,E-commerce,Prometheus/Grafana,Terraform | EKS / AKS / GKE | Linkerd | Datadog | Prometheus | GitHub Actions | Istio | Jaeger | Ansible,Docker | Kubernetes | Terraform | CI/CD | Linux,6,M.Sc. Machine Learning,None,0,23,174000,Contract,Hybrid,ServiceNow,Enterprise (5000+),Munich,Germany,2025-04-28,"Shape the future of E-commerce at ServiceNow. As a Senior Infrastructure Engineer (Prometheus/Grafana) you will improve system observability and reduce mean time to recovery with hands-on mastery of Terraform and EKS / AKS / GKE. We value deep knowledge of Linkerd and a pragmatic, ownership-driven mindset. 6 years' experience required. M.Sc. Machine Learning preferred. Contract | Hybrid."
JOB02086,Mid-Level Cross-Platform Mobile Developer – Flutter/Firebase,Mobile App Developer,Mid-Level,BioTech,Flutter/Firebase,Kotlin Multiplatform | Android Studio | Dart | Clean Architecture | GraphQL | ARKit,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,4,B.Sc. Physics (CS minor),Google UX Design Certificate | Kotlin Developer Certification (JetBrains) | Google Flutter Certification,3,21,101500,Contract,Hybrid,HashiCorp,Mid-size (201–1000),Paris,France,2025-04-02,"HashiCorp (Mid-size (201–1000)) is hiring a Mid-Level Cross-Platform Mobile Developer – Flutter/Firebase to join our BioTech engineering team. You will integrate device-native capabilities and third-party SDKs using Kotlin Multiplatform, Android Studio, and Dart. We expect 4+ years of experience and a degree in B.Sc. Physics (CS minor). Contract · Hybrid."
JOB02087,Lead Backend Developer – Python/Kafka,Backend Developer,Lead,HR Tech,Python/Kafka,Temporal | C# | k6 | Cassandra | AWS | CQRS,Python/Go/Java | PostgreSQL | REST APIs | Microservices | Docker,12,M.Sc. Computer Science,HashiCorp Vault Associate | Certified Kubernetes Application Developer (CKAD) | Microsoft Azure Developer (AZ-204),3,13,241500,Contract,Hybrid,Workday,Enterprise (5000+),Copenhagen,Denmark,2024-12-03,"We're looking for a Lead Backend Developer – Python/Kafka at Workday to power our HR Tech platform. Day-to-day, you'll ensure backend scalability and security with deep expertise in Temporal and C#. You bring 12+ years, strong k6 skills, and a M.Sc. Computer Science (or equivalent). Contract | Hybrid | Enterprise (5000+)."
JOB02088,"Lead Data Scientist, Energy Insights",Data Scientist,Lead,Energy,Python/Spark,Feature Engineering | Time-Series Analysis | Snowflake | Plotly | dbt | R | LightGBM,Python | SQL | Machine Learning | Statistics | Feature Engineering,14,M.Sc. Computer Science,None,0,2,257000,Freelance,Remote,Workday,Enterprise (5000+),Melbourne,Australia,2024-08-08,"Shape the future of Energy at Workday. As a Lead Data Scientist, Energy Insights you will design and run rigorous A/B experiments at scale with hands-on mastery of Feature Engineering and Time-Series Analysis. We value deep knowledge of Snowflake and a pragmatic, ownership-driven mindset. 14 years' experience required. M.Sc. Computer Science preferred. Freelance | Remote."
JOB02089,DevOps / SRE Engineer – Docker/Jenkins,DevOps Engineer,Mid-Level,Entertainment,Docker/Jenkins,GitLab CI | Terraform | Docker | OpenTelemetry | Trivy | Falco,Docker | Kubernetes | Terraform | CI/CD | Linux,5,Bootcamp + Self-Taught,CKAD (Kubernetes App Developer) | Google Professional DevOps Engineer,2,13,113000,Full-Time,Hybrid,Google,Enterprise (5000+),Melbourne,Australia,2024-11-03,"At Google (Enterprise (5000+)), our Entertainment team is growing fast. We need a DevOps / SRE Engineer – Docker/Jenkins who thrives with GitLab CI, Terraform, and Docker. You'll accelerate developer velocity and release cycles in a collaborative, fast-paced environment. 5+ years exp · Bootcamp + Self-Taught · Full-Time · Hybrid."
JOB02090,Senior Backend Engineer – TypeScript/React,Software Engineer,Senior,FinTech,TypeScript/React,Linux | OpenAPI | MongoDB | GCP | Rust | React | CI/CD | Kafka | Microservices,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,7,B.Sc. Information Technology,Microsoft Azure Developer (AZ-204) | AWS Certified Developer – Associate | OpenJS Node.js Application Developer | Linux Foundation LFCS,4,3,173000,Full-Time,Hybrid,Vercel,Small (51–200),Nairobi,Kenya,2025-04-21,"At Vercel (Small (51–200)), our FinTech team is growing fast. We need a Senior Backend Engineer – TypeScript/React who thrives with Linux, OpenAPI, and MongoDB. You'll evolve the system architecture in a collaborative, fast-paced environment. 7+ years exp · B.Sc. Information Technology · Full-Time · Hybrid."
JOB02091,Sr. Penetration Tester / Red Team,Cybersecurity Analyst,Senior,Aerospace,SOAR/XSOAR,Azure Defender | IDS/IPS | Zero Trust | OSINT | CrowdStrike | Python,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,9,M.Sc. Cybersecurity,Microsoft SC-200 | CompTIA Security+ | CISM,3,16,166500,Full-Time,Hybrid,Cohere,Small (51–200),Sydney,Australia,2025-03-23,"Join Cohere's Aerospace division as a Sr. Penetration Tester / Red Team. You'll conduct vulnerability assessments and adversarial simulations leveraging Azure Defender, IDS/IPS, and Zero Trust across a high-scale, distributed environment. Required: 9 years' experience, M.Sc. Cybersecurity. Full-Time, Hybrid."
JOB02092,Frontend Architect – Svelte/JavaScript,Frontend Developer,Mid-Level,Automotive,Svelte/JavaScript,Jest | Playwright | SSR / SSG | Angular | Figma | Cypress | WebGL,React | TypeScript | HTML/CSS | Web Performance | Accessibility,5,B.Eng. Electronics & Communication,None,0,24,101500,Contract,On-Site,Wipro,Enterprise (5000+),Manchester,UK,2025-04-12,"Shape the future of Automotive at Wipro. As a Frontend Architect – Svelte/JavaScript you will optimise Core Web Vitals and client-side rendering performance with hands-on mastery of Jest and Playwright. We value deep knowledge of SSR / SSG and a pragmatic, ownership-driven mindset. 5 years' experience required. B.Eng. Electronics & Communication preferred. Contract | On-Site."
JOB02093,Software Engineer – Python/Django,Software Engineer,Mid-Level,Logistics,Python/Django,Node.js | FastAPI | Event Sourcing | Kotlin | gRPC | MySQL | OAuth2 | Go | Python,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,4,B.Sc. Information Technology,OpenJS Node.js Application Developer | AWS Certified Developer – Associate | Spring Professional Certification,3,3,110500,Full-Time,Hybrid,Palantir,Large (1001–5000),Tokyo,Japan,2024-01-26,"Shape the future of Logistics at Palantir. As a Software Engineer – Python/Django you will architect platform infrastructure for global scale with hands-on mastery of Node.js and FastAPI. We value deep knowledge of Event Sourcing and a pragmatic, ownership-driven mindset. 4 years' experience required. B.Sc. Information Technology preferred. Full-Time | Hybrid."
JOB02094,Staff Software Engineer – Rust/WebAssembly,Software Engineer,Senior,Telecommunications,Rust/WebAssembly,GraphQL | MySQL | Docker | OAuth2 | Java | Kafka | Redis | Terraform,System Design | REST APIs | Git | Data Structures & Algorithms | Docker,8,M.Sc. Computer Science,None,0,21,165000,Full-Time,On-Site,Palo Alto Networks,Enterprise (5000+),Los Angeles,USA,2024-06-05,"Join Palo Alto Networks's Telecommunications division as a Staff Software Engineer – Rust/WebAssembly. You'll architect platform infrastructure for global scale leveraging GraphQL, MySQL, and Docker across a high-scale, distributed environment. Required: 8 years' experience, M.Sc. Computer Science. Full-Time, On-Site."
JOB02095,Lead Cross-Platform Mobile Developer – Flutter/Dart,Mobile App Developer,Lead,Supply Chain,Flutter/Dart,Core Data | Firebase | MVVM | Deep Linking | Fastlane | WebView | Xcode | Bluetooth / BLE | Google Play Console,Swift/Kotlin or Flutter | REST APIs | MVVM/Clean Architecture | Unit Testing | CI/CD,14,B.Eng. Electrical Engineering,None,0,21,254000,Freelance,Hybrid,Cohere,Small (51–200),San Francisco,USA,2025-02-15,"We're looking for a Lead Cross-Platform Mobile Developer – Flutter/Dart at Cohere to power our Supply Chain platform. Day-to-day, you'll maintain app performance, stability, and crash-free rates with deep expertise in Core Data and Firebase. You bring 14+ years, strong MVVM skills, and a B.Eng. Electrical Engineering (or equivalent). Freelance | Hybrid | Small (51–200)."
JOB02096,Staff SOC Analyst (Tier 1),Cybersecurity Analyst,Lead,Automotive,SOAR/XSOAR,Zero Trust | ISO 27001 | Kali Linux | Elastic SIEM | Red Team/Blue Team | Vulnerability Assessment | Threat Intelligence | Tenable Nessus,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,10,M.Sc. Computer Science,CompTIA CySA+ | Microsoft SC-200,2,31,238000,Full-Time,Remote,Hugging Face,Small (51–200),Tokyo,Japan,2025-02-03,"Hugging Face (Small (51–200)) is hiring a Staff SOC Analyst (Tier 1) to join our Automotive engineering team. You will design and implement zero-trust and least-privilege controls using Zero Trust, ISO 27001, and Kali Linux. We expect 10+ years of experience and a degree in M.Sc. Computer Science. Full-Time · Remote."
JOB02097,Senior SOC Analyst (Tier 2),Cybersecurity Analyst,Senior,Manufacturing,IBM QRadar,MITRE ATT&CK | Python | Vulnerability Assessment | Incident Response | NIST CSF | PAM,SIEM | Penetration Testing | Incident Response | Python | MITRE ATT&CK,6,Ph.D. Computer Science,Splunk Core Certified User | CompTIA CySA+,2,18,151500,Freelance,On-Site,Meta,Enterprise (5000+),Barcelona,Spain,2025-02-20,"Meta (Enterprise (5000+)) is hiring a Senior SOC Analyst (Tier 2) to join our Manufacturing engineering team. You will design and implement zero-trust and least-privilege controls using MITRE ATT&CK, Python, and Vulnerability Assessment. We expect 6+ years of experience and a degree in Ph.D. Computer Science. Freelance · On-Site."
JOB02098,Senior Enterprise Cloud Architect (Serverless/Lambda),Cloud Solutions Architect,Senior,Travel & Hospitality,Serverless/Lambda,PrivateLink | CloudFormation | Event-Driven Architecture | Cloud Functions | Serverless | Well-Architected Framework,AWS/Azure/GCP | Terraform | Cloud Security | Architecture Design | Networking,8,B.Sc. Mathematics,CKA | Google Cloud Professional Architect,2,21,200500,Part-Time,Hybrid,Supabase,Startup (1–50),Pune,India,2024-12-17,"Shape the future of Travel & Hospitality at Supabase. As a Senior Enterprise Cloud Architect (Serverless/Lambda) you will lead cloud migration and application modernisation programmes with hands-on mastery of PrivateLink and CloudFormation. We value deep knowledge of Event-Driven Architecture and a pragmatic, ownership-driven mindset. 8 years' experience required. B.Sc. Mathematics preferred. Part-Time | Hybrid."
JOB02099,Staff API Engineer – Ruby/Rails,Backend Developer,Lead,Travel & Hospitality,Ruby/Rails,Redis | REST APIs | FastAPI | NATS | Auth (OAuth2/JWT) | Django | Go,Python/Go/Java | PostgreSQL | REST APIs | Microservices | Docker,11,B.Sc. Cognitive Science,HashiCorp Vault Associate | Microsoft Azure Developer (AZ-204),2,4,236000,Full-Time,Hybrid,Adobe,Enterprise (5000+),Hyderabad,India,2024-12-02,"Adobe is scaling its Travel & Hospitality infrastructure and needs a talented Staff API Engineer – Ruby/Rails. Core stack: Redis, REST APIs, FastAPI. You'll ensure backend scalability and security, partner cross-functionally, and set technical standards. 11+ yrs exp. B.Sc. Cognitive Science. Full-Time · Hybrid · Enterprise (5000+)."
